Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,Collection Folder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes
"VAD023LP, 940.015",Franz Auffray,Original Popcorn,"Vadim Music, Egg","LP, Album, RE, Ltd",,2010,2395621,not priced,2010-12-11 16:41:58,,,
SPV 68,Twilight 22,Electric Kingdom,Vanguard,"12""",,1983,209772,priced,2010-12-07 20:34:24,,,
SPV 70,Twilight 22,In The Spirit,Vanguard,"12"", Promo",,1983,1387231,priced,2010-12-07 20:31:53,,,
VR062,Luisito Quintero*,Tumbao / Music For Gong Gong,Vega Records,"12""",,2008,1422047,priced,2010-11-19 00:12:14,,,
VR070,Elements Of Life* Feat. Lisa Fischer & Cindy Mizelle,Into My Life (You Brought The Sunshine),Vega Records,"12""",,2010,2513868,not priced,2011-02-14 19:03:06,,,
VELVET 5,Green Velvet,Destination Unknown,Velvet,"12"", Ltd, RE, Gre",,2009,2013897,priced,2010-11-17 23:50:20,,,
none,Red Dragon,Kuff,Vena Recordings,"7""",,1987,984974,not priced,2010-11-12 21:43:52,,,
VER069,Zombie Zombie,Zombie Zombie Plays John Carpenter,Versatile Records,LP,4,2010,2500118,not priced,2010-11-12 14:58:46,,,
VP-002,Yves Hayat / Romano Farinatti,Split,Vertige Productions,"12""",,2003,135489,Uncategorized,2011-04-25 20:05:51,,,
"6359 087, 6359.087",Soft Cell,Non-Stop Erotic Cabaret,"Vertigo, Vertigo","LP, Album",,1981,1804583,not priced,2010-11-18 02:07:24,,,
06025 1782818,Jazzanova,Let Me Show Ya,Verve Records,"12""",,2008,1478566,priced,2010-11-18 21:25:36,,,
B0004331-11,Sarah Vaughan,Fever,Verve Records,"12""",,2005,416983,priced,2011-01-29 20:17:32,,,
"570 665-1, VERR01184-1",Nina Simone,See-Line Woman,"Verve Records, Verve Records","12""",,2002,41558,priced,2010-11-18 22:33:52,,,
0-96573,Neneh Cherry,Buffalo Stance,Virgin,"12""",,1989,76876,priced,2010-12-04 19:49:47,,,
600 094-213,"Men, The",I Don't Depend On You,Virgin,"12""",,1979,171643,priced,2010-12-22 22:29:18,,,
DK 4809,"Flying Lizards, The",Money,Virgin,"12""",,1979,188514,priced,2010-11-15 23:53:58,,,
V 2408,Holger Czukay,Rome Remains Rome,Virgin,"LP, Album",,1987,66780,priced,2010-12-18 13:51:18,,,
VA 13143,Mike Oldfield,Airborn,Virgin,"2xLP, Comp",,1980,1806115,priced,2010-12-18 13:52:23,,,
VD2507,Edgar Froese,Ages,Virgin,2xLP,,1978,60724,priced,2010-12-16 11:28:19,,,
VS  351-12,"Human League, The",Empire State Human,Virgin,"12"", RE",,1980,674966,priced,2010-11-18 02:19:05,,,
VS  817-12,Simple Minds,Alive & Kicking,Virgin,"12""",,1985,215324,priced,2010-11-18 02:23:02,,,
VS435-12,"Human League, The",Hard Times / Love Action (I Believe In Love),Virgin,"12""",,1981,74124,priced,2010-11-18 02:06:31,,,
VSTDJ 1703,Wagon Christ,Lovely,Virgin,"12"", Promo",,1998,199542,priced,2011-01-29 20:13:34,,,
VSX 1161,Heaven 17,Let Me Go!,"Virgin, PolyGram Inc.","12"", Ltd",,1982,244316,priced,2010-11-18 01:59:37,,,
"202 284, 202 284-320",Ashra,Belle Alliance,"Virgin, Virgin","LP, Album",,1980,513976,priced,2011-01-29 20:31:41,,,
"602 066, 602 066-213",David Sylvian,Words With The Shaman,"Virgin, Virgin","12"", EP",,1985,401398,priced,2010-12-16 11:09:14,,,
V2002,Gong,Flying Teapot (A Sacred Rhythm Extension And Cosmic Overdub),Virgin (2),"12"", S/Sided, Unofficial",,2009,1973848,priced,2010-11-12 22:26:11,,,
DMD 1678,Frankie Knuckles,The Whistle Song,"Virgin Records America, Inc.","12"", Promo",,1991,328383,priced,2011-01-29 20:30:31,,,
V 444,Supermax,Supermax,Voyage,"LP, Album",4,1978,552370,priced,2010-11-12 15:03:55,,,
VS 502,Various,S&M (Sexy Music) / Inside Out / Encore (Dance Version),"VSM Records, Inc.","12""",,0,322287,priced,2011-01-29 20:52:39,,,
WLB05,Soul Clap,R&B Edits,W+L Black,"12"", Unofficial",,2010,2285448,priced,2010-11-17 17:43:09,,,
"WLB08, ",Various,Jonny Rock Edits,"W+L Black, ","12""",,2011,2842191,Uncategorized,2011-04-22 19:26:01,,,
WUR 2,Disco Dream And The Androids,The Androids,Wake Up Records (2),"LP, Unofficial, Album",,2009,1666744,priced,2010-11-12 16:50:31,,,
WHBTR 02,Jackmaster Hater,Your Love (Original Unreleased Version) (Female Vocals),Warehouse Box Tracks Records,"12"", Unofficial",,2009,1900988,priced,2010-11-18 21:51:22,,,
WAR-045,Longsy D,This Is Ska,Warlock Records,"12""",,1989,244505,priced,2010-12-04 18:13:01,,,
0-20842,Fleetwood Mac,Family Man,Warner Bros. Records,"12""",,1987,1739737,priced,2010-11-13 01:43:09,,,
0-29906,Devo,Peek-A-Boo!,Warner Bros. Records,"12""",,1982,578331,priced,2010-11-12 21:19:37,,,
1-23731,"Who, The",It's Hard,Warner Bros. Records,"LP, Album",,1982,993034,priced,2010-11-13 00:58:42,,,
BSK 3239,Devo,Q: Are We Not Men? A: We Are Devo!,Warner Bros. Records,"LP, Album",,1978,499732,priced,2010-11-12 21:14:10,,,
BSK 3337,Devo,Duty Now For The Future,Warner Bros. Records,LP,,1979,49478,priced,2010-11-12 21:15:01,,,
HS 3453,George Benson,Give Me The Night,Warner Bros. Records,"LP, Album",,1980,221421,priced,2011-01-29 20:50:08,,,
MR-803,Rufus & Chaka Khan,Any Love / Better Days,Warner Bros. Records,"12"", RE",,2010,2515476,not priced,2010-11-22 21:48:47,,,
PRO-A-1050,Gang Of Four,I Love A Man In A Uniform,Warner Bros. Records,"12"", Promo",,1982,1502266,priced,2010-12-07 23:08:50,,,
PRO-A-2131,King Crimson,Sleepless,"Warner Bros. Records, E'G Records","12"", Single, Promo",,1984,2345459,not priced,2010-11-12 20:59:43,Very Good Plus (VG+),Very Good Plus (VG+),
RFC 3438,Change,The Glow Of Love,"Warner Bros. Records, RFC Records","LP, Album",,1980,94532,priced,2010-11-12 23:20:11,,,
"0-20627, 9 20627-0 A",Kraftwerk,The Telephone Call,"Warner Bros. Records, Warner Bros. Records","12"", Maxi",,1987,32246,priced,2010-11-12 21:51:07,,,
"9 23741-1, 1-23741",Devo,"Oh, No! It's Devo","Warner Bros. Records, Warner Bros. Records","LP, Album",,1982,13329,priced,2010-11-12 21:19:07,,,
"9 25097-1, 1-25097",Devo,Shout,"Warner Bros. Records, Warner Bros. Records","LP, Album",,1984,49446,priced,2010-11-12 21:21:02,,,
"BSK 3595, DEVO 1",Devo,New Traditionalists,"Warner Bros. Records, Warner Bros. Records","LP, Album + 7"", Ltd",,1981,1217247,not priced,2010-11-12 21:22:08,,,
"W8398 T, 920673-0, W 8398 (T)",Fleetwood Mac,Big Love,"Warner Bros. Records, Warner Bros. Records, Warner Bros. Records","12"", Single",,1987,1384160,priced,2010-12-21 09:45:45,,,
DOSEN-36,Fleetwood Mac,Sisters Of The Moon,"Warner Bros. Records (2), Celebrate Life","12"", Comp, Promo",,2008,1573577,not priced,2010-11-13 02:34:37,,,
WAP 182 X,Two Lone Swordsmen,Big Silver Shining Motor Of Sin EP,Warp Records,"12""",,2004,355410,not priced,2010-11-17 21:42:22,,,
WAP 63,Aphex Twin,Donkey Rhubarb,Warp Records,"12""",,1995,13473,priced,2010-11-17 22:33:45,,,
WAP135,Jimi Tenor,Spell,Warp Records,"12""",,2000,3681,priced,2010-11-20 21:05:59,,,
WAP174,Two Lone Swordsmen,Sex Beat,Warp Records,"12""",,2004,303913,priced,2010-11-17 20:59:01,,,
WARPLP185,Clark*,Totems Flare,Warp Records,"2xLP, Album",,2009,1853798,priced,2010-11-17 22:41:37,,,
WAP 3R,Sweet Exorcist,Testone Remixes,"Warp Records, Outer Rhythm","12""",,1990,2463,priced,2010-11-18 00:56:27,,,
WM50020-1,Kevin Aviance,Din Da Da,Wave Music,"12""",,1997,1173,priced,2010-12-04 18:57:22,,,
WM50060-1,Various,Body & Soul NYC Vol. 3,Wave Music,3xLP,,2000,13243,priced,2010-11-18 23:06:21,,,
WAX 7125,Chris & Cosey,Technø Primitiv,Wax Trax! Records,"LP, Album, RE",,1990,138590,priced,2010-12-22 22:27:47,,,
254 986-1,Gilberto Gil,Soy Loco Por Ti America,WEA,LP,,1987,1474432,Uncategorized,2011-04-22 11:46:23,,,
28 332,Telex,Brainwash (Long Version-Special Mix),"WEA, WEA Filipacchi Music","12"", Maxi",,1981,762413,priced,2010-11-12 20:51:47,Near Mint (NM or M-),Very Good (VG),
WDF001,Ignition Technician,Worq It,Wedafuqawi,"12""",,2000,10988,priced,2010-11-18 00:46:32,,,
TRX 1043,Blaze,Gloria's Muse (The Yoga Song),West End Records,"12""",,2005,557436,priced,2010-11-18 23:38:04,,,
WES  22121 DJ,Pico (2),Malaguena,West End Records,"12"", Promo",,1979,235290,priced,2010-11-12 22:46:18,,,
WES  22159,Raw Silk,Just In Time,West End Records,"12""",5,1983,213899,priced,2010-11-12 15:02:17,Very Good (VG),Very Good (VG),
WES 5007,Sesso Matto,Sessomatto,West End Records,"12"", RM",,2001,112790,priced,2011-01-29 20:12:32,,,
TTW 87126,Boy Wonder,Jackin The Box,Wide Angle,"12""",4,1987,306820,priced,2010-11-12 15:11:31,Good Plus (G+),Very Good (VG),
WHNLP003,"Bonniwell Music Machine, The*",The Bonniwell Music Machine,Wohn Records,"LP, RE",,0,1867237,priced,2011-02-14 19:02:19,,,
WON 06 LP,Kreidler,Eve Future,Wonder,LP,,2002,403327,priced,2010-11-17 22:29:41,,,
WET1008,Neurotic Drum Band,Neurotic Erotic Adventure,Wurst,"12""",,2009,1996209,priced,2010-11-17 21:50:10,,,
XLT 105,Christopher Just,I'm A Disco Dancer (And A Sweet Romancer),XL Recordings,"12""",,1998,23027,priced,2010-11-18 00:52:00,,,
12 ZTAS 21,Propaganda,p: Machinery (Reactivate),ZTT,"12""",,1985,116448,priced,2010-11-12 16:40:34,Very Good Plus (VG+),Very Good Plus (VG+),
"ZANG  1T, 2292 465 21-0",808 State,Pacific,"ZTT, ZTT","12""",,1989,3493,priced,2010-11-17 23:54:28,,,
ZYX 6020,Off,Everybody Shake,ZYX Records,"12"", Maxi",,1988,140699,priced,2010-11-13 01:03:45,,,
